1119,106,1143,899,1003,942,946,529,1408
1351,670,1390,812,1031,454,626,362,902
112,140,1252,506,1192,126,963,1137,1482
514,851,400,626,533,451,1287,351,1147
21,816,331,1194,386,364,1149,681,291
1245,1156,791,525,527,529,1465,400,782
769,361,605,702,503,1275,1176,529,966
559,887,726,561,1392,253,1404,1356,1305
352,697,1491,1024,1138,249,1113,34,906
809,1294,913,858,443,770,392,211,1500
445,996,1418,983,915,911,1083,591,207
117,541,743,744,1153,255,1045,1263,451
141,531,665,607,1272,959,1163,332,723
116,392,1162,724,1354,1268,1125,1404,207
624,1430,1120,114,900,1177,488,1455,354
198,458,673,625,117,408,773,572,284
673,250,94,1454,339,482,1163,1478,1013
1350,552,145,1174,1306,287,866,196,499
540,1116,1200,1098,630,679,1431,1145,1189
193,1063,989,1152,997,500,270,875,826
860,1056,63,1139,1178,431,1362,937,357
1314,24,842,1267,383,1399,1132,743,1035
533,571,1084,1159,838,609,440,342,88
77,1354,179,1468,356,578,947,229,865
226,488,337,180,25,895,702,958,1491
129,902,1219,603,1153,117,207,1207,554
1115,457,221,746,47,320,831,1009,845
693,201,1325,398,599,1090,1455,715,1392
1007,592,1386,70,390,869,672,1418,401
1053,1229,34,1462,318,312,893,893,1251
863,1472,575,1094,998,1268,180,352,275
949,1295,264,235,1373,644,312,1031,1322
1318,139,817,235,25,824,257,491,430
999,517,166,1062,1123,799,70,1127,1276
1315,366,73,581,1203,290,420,1497,1213
709,487,1401,128,1363,136,357,416,296
225,1477,1458,625,1462,704,547,1399,1468
116,829,551,227,193,60,214,1049,392
1076,1128,972,1201,786,661,1498,156,1171
472,1265,116,1396,1236,843,778,380,1219
1012,263,324,22,961,964,591,1403,754
984,1356,74,980,1432,66,386,727,1375
804,171,712,1023,1421,1069,557,1326,165
1077,1121,238,392,1450,266,608,1172,217
765,1098,1487,1267,115,896,1391,42,1290
740,1080,649,452,665,918,751,1160,43
754,213,1434,55,491,1162,920,1033,1097
1405,677,1091,154,214,99,22,1303,1228
593,771,878,1200,215,1284,888,877,188
189,803,817,1071,1212,586,1170,945,741
372,1292,1063,1178,794,608,991,180,531
1032,1021,22,942,1417,498,800,332,1164
1261,1212,1177,1241,1483,840,1241,69,439
1456,804,1391,67,624,454,1444,675,1239
335,1435,27,617,566,559,481,500,272
1144,114,1240,386,352,533,1199,442,1298
882,819,1154,729,677,951,438,752,1390
613,433,1496,1323,410,1002,37,285,299
772,729,353,432,697,1488,155,1402,90
751,1032,1381,905,658,1417,503,1411,829
982,324,968,54,401,535,469,893,29
1119,918,171,245,214,302,42,16,1245
463,499,413,1253,638,1381,256,1356,1364
148,1323,1149,304,768,444,674,1029,1062
1242,213,1211,1247,497,833,1154,125,376
594,167,170,517,1032,1380,1027,1495,890
1166,1439,713,1012,673,149,1076,482,1409
281,242,340,93,662,398,698,1217,1345
177,242,1385,1105,1193,649,1380,700,915
1359,246,491,757,1226,873,1484,887,1192
1316,148,1288,1416,1132,1351,1400,724,1257
1500,690,401,445,1187,339,700,835,847
1298,1008,1319,574,759,1451,1359,275,16
70,1249,295,184,839,659,589,887,388
824,1188,1142,1448,952,1180,910,245,656
1496,1073,62,657,161,795,847,676,655
774,717,969,141,380,507,1271,813,1315
1312,1067,857,1079,929,656,438,701,115
119,1438,574,768,468,1081,1000,1254,520
1481,766,331,502,1154,1376,909,1494,278
1385,468,1191,1134,412,1337,990,1459,380
853,1188,231,1256,74,215,475,1123,1096
656,366,741,392,455,193,507,312,443
517,363,34,809,841,1342,294,69,367
1085,705,292,661,1454,985,165,295,222
35,935,736,249,1038,75,441,873,343
570,929,1260,907,1081,765,542,948,1229
1385,197,224,1407,845,1343,811,557,577
827,199,1102,175,807,588,1486,960,1003
719,437,1041,1351,1315,449,57,1339,1405
752,1108,66,832,599,363,1069,391,648
474,626,741,650,695,313,1359,440,914
1427,1246,1458,241,324,580,1301,201,1455
1473,1404,182,383,1140,898,192,800,557
778,608,1119,679,827,414,1434,1234,1002
1489,93,963,806,546,939,670,460,482
692,863,897,542,1056,1210,1316,1185,1330
648,1125,755,1163,177,169,1299,664,454
332,491,858,1324,25,1098,542,833,454
302,747,648,1105,902,978,952,1479,1362
1252,344,128,619,994,720,1299,1039,747
1094,1410,447,912,876,1400,46,1456,323
802,731,849,967,1366,158,129,158,53
1246,817,956,204,959,905,574,1349,268
775,343,1397,752,795,362,237,102,464
835,157,1467,476,401,63,66,198,1443
332,104,154,874,91,876,1177,952,1179
888,1232,998,1416,1102,1266,501,565,1015
227,1161,910,649,259,842,1229,490,1263
93,306,719,64,431,1262,273,1197,640
1030,1344,544,1395,400,319,1019,463,1060
919,1031,721,1389,827,938,1315,917,730
341,990,1011,547,819,273,1139,701,1234
618,1486,1440,401,1185,445,356,450,665
950,65,147,1183,1306,42,548,1251,1292
840,645,1200,775,1184,1057,554,862,28
204,743,892,850,1455,1429,412,120,1494
266,882,1370,1032,283,1127,516,410,424
16,139,165,152,1397,1139,144,269,65
636,995,451,1311,82,820,686,847,241
740,93,92,1415,372,434,690,315,727
252,842,764,158,28,379,58,746,1335
1005,1072,1156,1271,1012,440,961,1098,436
42,740,435,1365,1359,1445,103,1433,1179
193,932,350,32,865,358,266,1147,268
1429,332,507,793,246,813,1032,134,1101
1464,974,688,981,761,319,839,1408,381
61,580,1110,587,858,660,24,1462,137
748,169,772,979,295,226,443,917,1282
1296,576,583,1148,496,573,574,1437,1035
376,405,1360,870,1078,1193,233,506,1438
1254,373,1448,953,836,1222,126,1353,1478
1223,940,948,428,226,1357,699,16,809
949,792,211,1262,580,817,565,733,1360
18,629,933,649,604,1230,1239,234,723
579,338,584,953,871,1067,813,483,1336
1358,1290,1487,1253,44,79,1229,269,50
1025,1294,441,416,873,232,699,895,206
578,437,1064,610,1399,362,36,992,1115
953,929,810,838,174,381,22,533,596
376,1173,302,674,1102,268,262,95,600
864,1433,1039,149,1456,364,558,85,909
1473,1381,90,1120,919,424,1082,98,50
1277,586,289,63,1084,1428,252,121,591
436,257,83,653,465,530,429,38,99
1028,1198,1329,70,697,457,973,1461,1039
547,184,1262,1464,86,616,441,1106,788
1481,251,190,791,587,464,493,1132,128
140,543,624,1366,552,1140,246,64,618
387,1274,194,584,442,549,591,190,654
1220,880,865,1328,1228,200,1345,403,994
140,885,1425,394,684,932,1333,1342,339
804,1390,396,1365,1213,543,600,1459,135
1204,869,1485,1343,1188,554,1018,1491,709
1112,30,534,607,435,117,390,530,1097
225,1217,325,943,116,1303,1426,449,927
665,919,1004,858,97,695,943,293,1352
535,728,1460,1343,962,130,322,1119,390
726,414,940,333,645,1359,178,1081,342
887,398,109,21,1360,433,855,296,365
232,729,570,1323,635,927,422,659,1218
1359,353,262,364,244,998,121,83,1058
966,87,358,379,817,312,250,988,1320
257,266,93,967,1407,1441,89,1175,1071
855,399,1354,467,997,1003,1026,1296,997
1398,309,1193,1241,601,819,1176,1181,668
1178,914,569,1327,400,1305,1214,659,851
1033,1238,1251,1419,1274,842,409,532,1486
707,1219,1134,595,1418,47,1345,97,1437
402,1206,938,1205,575,732,918,1232,515
860,1067,600,248,115,1215,36,172,246
384,1291,549,943,285,1108,526,24,634
489,1175,147,1053,870,865,807,423,838
1368,318,522,143,291,28,947,1415,59
1330,1490,830,804,448,1082,678,1016,1302
1195,154,699,1335,701,682,1219,588,1343
1390,981,973,407,530,995,230,1288,753
281,335,778,364,487,1134,1463,1017,326
784,377,1224,1262,698,1210,1253,918,1087
946,519,159,751,365,58,520,668,1054
1371,309,704,241,56,1173,930,1443,699
1001,768,891,358,993,858,466,1237,268
593,1427,293,992,251,128,147,31,1195
1114,601,923,851,1207,389,789,225,1334
1229,883,92,448,622,213,1241,732,227
907,916,870,939,501,853,1149,877,1410
141,1076,1266,1078,1123,818,1422,450,15
1385,611,757,432,1123,117,510,667,667
95,1290,667,627,273,1483,594,606,32
798,1382,236,553,190,388,238,219,363
191,1130,57,1175,273,483,511,1430,1065
580,439,1139,216,947,461,837,550,1046
1222,1198,1197,1355,1265,77,832,1258,409
377,227,451,445,772,799,253,76,500
1328,764,186,757,261,395,189,644,153
1073,922,572,1179,1076,622,607,127,77
577,1060,1246,1020,1362,1422,1250,481,1143
385,584,1265,237,340,1380,290,1420,497
390,1097,1003,1049,1308,195,759,1284,790
1154,1333,1441,207,330,894,203,273,1429
89,98,1416,1420,1257,549,1299,811,1008
1033,220,182,1331,1291,1083,1153,453,718
936,1297,978,780,792,792,853,1356,979
1124,641,729,1024,724,402,594,136,1003
1466,626,114,1466,1336,747,743,1184,357
585,1439,1348,201,112,1286,1332,274,1210
401,1129,753,1132,772,1091,1359,1084,762
1318,1472,1160,1243,937,311,755,360,660
1212,362,105,1175,1104,249,801,323,1068
700,158,405,298,357,565,1366,336,840
150,586,982,652,47,1295,874,1465,394
853,758,213,36,221,1032,1167,582,127
293,862,963,498,1158,957,997,958,890
805,1465,587,215,1455,225,712,84,1016
542,747,1152,684,589,133,341,360,888
482,610,985,865,1490,1316,910,1314,808
1094,1493,582,1191,500,639,289,698,717
781,403,461,638,219,739,308,20,496
1189,1003,520,806,586,699,1295,705,655
319,1447,1380,1390,851,781,202,1239,1151
1022,1012,693,1350,956,419,974,1310,1495
93,459,672,824,819,359,664,462,409
1205,804,689,1353,483,1351,925,365,1191
1023,17,1419,92,252,1364,1110,1250,215
1420,1327,340,1216,242,911,465,665,68
151,616,1325,512,218,557,79,768,689
1364,462,45,355,1069,904,1256,290,851
772,1427,523,1236,705,1008,563,240,358
928,699,1153,532,183,1343,997,1362,230
484,442,524,261,1056,145,1345,1489,1020
130,141,934,57,282,815,422,594,541
1278,880,688,1434,1208,651,1497,1243,773
230,242,30,1025,778,931,1254,1432,1047
565,124,905,1293,829,845,1190,1342,899
939,877,908,1410,324,350,990,1264,767
1496,441,979,1025,1180,170,822,1030,1168
783,552,524,1377,797,30,589,270,1033
1486,1091,748,396,863,103,1236,368,489
351,1290,1057,1330,642,494,899,660,1251
606,532,1333,1381,1086,1173,1176,52,996
1049,1443,97,461,124,513,1482,414,887
111,1431,161,124,898,935,1186,1471,43
1125,321,980,1155,1295,1489,1282,479,1258
639,1156,1150,141,681,977,736,864,184
1220,929,1482,1097,984,817,1313,923,1263
579,1380,201,680,466,360,511,1354,516
489,910,556,982,917,1114,320,603,653
1479,1058,1019,267,429,1335,749,1044,1194
1081,1119,573,804,1202,1292,61,319,225
629,587,1297,956,1197,902,1244,108,918
161,388,449,36,1432,987,407,939,1397
1106,70,213,714,675,1374,1021,1037,960
961,716,1014,1331,693,658,1194,456,86
125,973,316,184,906,445,1028,864,1052
194,429,1305,672,1266,953,981,485,397
1473,784,1130,994,61,454,367,1217,1041
753,380,638,453,293,939,724,558,554
48,457,15,1426,1416,86,1406,1053,820
95,981,237,1046,1423,1492,373,956,345
224,1339,422,322,688,322,326,1447,1360
1342,1294,1311,839,1219,917,420,313,570
707,327,908,1321,1394,531,1167,903,132
848,608,492,843,1014,1081,507,139,61
749,1334,437,1132,568,57,911,823,946
116,396,661,1344,617,114,288,1272,1406
1348,1451,1357,1265,667,1392,145,75,490
444,934,1389,209,1023,145,474,504,1122
415,261,765,296,706,509,358,1068,444
897,1242,947,243,1431,796,1365,1293,200
722,989,1083,58,542,381,1406,759,778
562,826,51,28,518,821,62,1492,590
989,388,869,901,1345,1175,897,652,1468
1408,75,84,919,825,790,80,412,448
936,362,642,1380,1128,1399,646,717,895
435,551,710,1104,200,233,790,254,863
320,956,49,462,688,634,1263,251,930
667,1479,112,751,126,431,943,413,848
55,323,1387,398,1000,903,394,1139,431
1316,1139,808,1103,1060,69,1358,920,240
921,1331,560,188,1380,110,1154,1451,1104
317,716,555,1123,995,494,851,1163,74
787,251,240,1218,1040,161,1347,866,1205
95,1219,237,1122,1283,268,562,684,619
1295,723,536,516,710,566,517,441,1248
673,188,514,883,696,74,934,1132,1457
829,1315,1179,711,1212,1068,144,155,642
857,958,738,145,1240,967,573,174,95
1025,159,705,1246,298,273,293,1106,1184
566,1364,210,1034,53,107,1219,542,951
131,67,1331,412,99,619,1089,877,771
693,74,1017,1455,227,703,1017,459,858
86,1483,1255,288,270,316,1372,1075,474
1111,1034,990,460,944,1306,1234,550,1124
71,574,1476,626,59,903,830,1082,515
1432,764,1470,366,716,49,38,1493,1327
1117,1149,386,305,1022,1351,156,139,510
1407,88,942,1062,185,688,779,710,1197
777,1093,1096,283,366,101,1429,154,1210
373,1056,755,791,444,173,1267,1092,90
401,696,1277,455,272,1498,1403,1369,613
1142,880,299,702,496,1301,1461,143,1448
1490,519,199,1389,1205,929,568,787,630
545,268,19,336,460,55,492,836,506
1133,608,242,16,1167,494,1178,1032,960
178,1381,808,1361,836,704,330,460,1289
902,351,773,1025,839,162,1439,909,1186
654,551,587,780,1100,863,1396,310,815
1100,497,476,790,1164,499,558,990,1116
403,139,20,168,1353,684,527,1052,1113
156,776,1226,1495,220,873,1044,698,676
685,1252,963,548,1194,126,1079,249,1278
966,1358,681,943,296,100,1204,641,749
211,1090,377,599,58,462,897,900,1423
687,584,1208,26,204,790,159,494,1200
984,458,1239,825,214,849,846,1249,213
1243,1042,1281,771,206,374,79,197,368
472,1322,709,381,1404,1370,1140,388,205
613,1388,1456,82,421,1241,995,1407,808
1328,136,1264,1265,1415,675,905,988,99
1055,732,132,87,963,1473,352,1133,711
374,205,368,485,1311,874,1075,1219,1474
1143,391,1229,1178,560,363,1091,87,1028
447,1328,618,1459,366,1219,526,631,1308
427,306,707,886,293,685,64,1092,752
24,195,1428,1170,825,386,1268,221,442
571,822,1448,1096,394,1434,1159,954,287
664,482,1151,982,469,227,772,382,1442
467,582,868,1002,38,776,1065,1262,1138
447,1190,1375,1409,887,1458,1190,1257,1426
375,1261,751,810,1444,978,506,688,1012
1406,1025,262,607,1277,928,1372,601,291
1292,634,499,1011,27,712,871,1443,445
605,970,455,669,957,873,443,27,101
727,333,844,212,549,1368,411,607,80
854,932,115,667,184,574,1337,739,430
742,1018,117,828,818,355,559,933,268
416,908,263,602,633,644,238,119,1020
1485,529,1422,606,783,421,1420,227,1355
288,556,1219,1131,1331,675,981,987,538
1295,270,1070,791,237,947,1474,339,164
63,1196,1456,743,660,809,303,192,1193
508,747,1498,147,103,587,1246,79,711
1127,542,1481,388,581,1312,748,261,1036
972,1166,238,680,1088,461,892,774,1029
266,367,1438,962,156,609,82,1303,641
1429,1270,803,1069,1006,784,853,1153,994
822,1228,125,1489,455,107,956,215,956
388,1272,478,1399,904,359,755,111,795
874,565,1344,152,241,191,104,1014,299
1374,584,1255,1431,663,162,780,731,775
1345,1294,18,257,34,1337,94,751,1126
732,704,966,1456,355,65,1268,481,638
672,862,1208,902,407,1261,898,495,1110
478,1048,379,372,774,768,1041,1365,1034
97,1442,110,119,334,184,976,684,1434
1134,826,406,461,529,743,941,1127,472
211,960,168,1223,1126,905,1431,290,523
544,863,733,129,629,149,278,141,590
603,1392,637,541,98,1468,720,322,54
1330,1298,581,211,594,985,1266,845,956
47,267,1332,250,720,700,753,998,854
1268,280,640,107,1241,1298,1147,1410,558
443,377,437,1057,466,405,282,75,641
387,1131,87,143,1235,1239,1042,258,701
740,311,340,931,855,504,1373,666,482
1098,1475,370,273,96,1413,257,499,350
316,1069,58,982,401,378,651,149,187
336,276,1058,756,890,1436,77,1218,214
1465,1290,26,437,727,774,350,608,1421
896,1365,922,1248,310,853,1004,988,746
467,1443,621,1230,370,1491,1309,857,1126
1452,862,385,1408,1174,1160,527,20,477
1346,851,984,15,932,481,55,982,26
297,277,491,966,229,101,1359,486,929
18,778,169,26,1078,80,715,410,546
1072,829,810,173,611,1222,1367,699,979
1304,260,260,174,702,627,502,940,1271
191,748,1327,560,1065,585,1041,1206,166
73,810,1005,371,611,792,41,848,889
903,310,1274,529,36,1340,776,52,880
912,940,1148,386,126,618,508,1193,790
782,54,1213,590,893,913,514,421,690
26,488,955,640,677,156,1431,1237,1451
1038,807,1070,966,1391,514,1130,1038,286
1420,500,1038,1185,156,230,511,912,846
1312,909,492,416,572,379,955,590,945
183,552,804,1268,826,578,632,112,60
542,215,1312,1115,181,416,871,1498,969
374,1372,96,1242,1358,335,1440,997,1260
847,966,758,286,955,956,930,355,602
925,993,658,112,1360,1203,239,152,664
462,1018,1358,921,951,325,1260,373,141
1200,1121,951,1057,36,1346,1093,1355,878
1197,1266,1475,181,485,1122,177,338,1309
1175,782,884,157,181,812,255,727,322
536,241,1263,903,950,1455,456,1365,155
96,580,711,1221,105,854,644,303,294
1067,1234,825,1225,1016,338,800,680,1007
1489,269,281,148,724,1289,424,932,1103
256,505,957,1101,469,1295,1245,897,952
184,1450,1445,1357,782,480,1192,1004,710
1371,1212,808,687,1065,501,422,413,482
730,345,727,120,1223,1262,929,644,968
1280,1500,1194,373,484,746,166,1202,850
1218,110,153,1102,477,92,1010,1399,1001
292,647,1323,75,527,1170,531,713,200
382,615,21,645,1004,649,1009,470,1016
95,609,775,817,1294,431,454,667,1025
919,181,1023,1431,1146,510,1025,471,1396
1169,645,855,325,1316,560,600,423,1246
774,926,726,188,1309,1195,597,221,279
56,1482,491,975,272,72,322,262,1425
1486,342,908,176,1278,1094,1091,749,311
759,541,1371,1475,1440,1311,1232,144,338
508,410,1029,384,1159,439,1391,1391,28
273,448,1421,915,1314,990,778,235,461
944,295,162,1228,115,359,302,253,423
869,49,774,1248,975,939,910,1081,886
1130,682,179,741,496,127,309,1017,604
243,377,825,1145,966,1451,624,547,292
545,1305,1038,1374,1321,921,1282,149,598
229,800,234,1353,570,585,652,27,245
1278,1372,1170,333,1154,60,1390,569,1251
517,1461,608,827,265,1288,569,1186,237
424,884,1349,1180,787,911,1052,679,1024
24,192,471,304,947,1274,889,163,1129
1206,1391,106,1124,1075,764,165,1212,37
754,896,341,721,470,27,627,994,226
814,1327,138,881,407,1380,1388,687,61
1308,645,1426,402,1375,625,97,807,1216
1088,917,39,141,928,1103,585,797,85
1007,120,185,458,153,239,372,950,1004
281,1388,33,1377,947,1226,353,975,692
832,968,336,714,300,1366,545,300,1207
1440,170,32,415,1169,1170,1387,1206,547
900,1055,969,1148,1299,1139,761,307,53
1216,603,783,1162,510,617,1208,626,340
1477,141,380,47,216,1057,535,365,1071
1331,334,303,1322,1152,855,696,419,830
333,384,150,1200,488,883,1427,28,1306
66,352,562,496,390,527,212,1393,1112
685,1059,27,1009,312,1061,119,788,168
35,1135,910,455,117,254,1064,704,1458
718,828,726,1396,835,17,1399,792,1112
1428,837,473,434,615,850,177,515,36
385,951,1121,266,1129,827,983,509,1023
589,1478,1261,1122,738,833,232,1483,736
656,957,405,724,586,1046,1046,718,67
1249,907,779,985,106,1392,944,1124,185
1240,1365,678,1450,332,1417,80,1010,129
688,863,522,480,823,1356,1200,1196,918
580,513,1261,129,625,912,1480,420,362
1390,1436,1474,1190,1353,1390,664,437,226
1115,668,945,558,99,189,527,1080,802
1110,908,284,884,674,521,87,289,1396
1421,1085,198,287,814,70,349,1253,931
772,1023,876,129,214,814,878,267,1039
1191,331,503,243,818,1110,908,1431,363
686,136,413,1243,1288,284,390,1088,322
1276,423,832,462,309,648,987,214,70
595,1303,283,585,246,161,104,1282,1000
1111,846,1023,981,106,465,1412,1399,768
1465,705,98,1229,997,1173,152,853,736
792,654,66,1153,43,812,511,607,1295
653,1164,440,571,447,1157,982,671,1449
323,986,130,297,1461,964,763,1057,1143
495,992,1352,975,1150,1341,803,401,381
180,254,1272,20,377,105,578,57,1019
572,657,603,435,1028,276,1157,1423,1143
505,765,266,963,220,633,435,1494,885
523,572,654,894,950,1114,979,1173,1236
1228,728,633,498,1288,1341,1384,1484,1391
805,523,1097,1484,1351,53,506,739,962
789,1169,619,198,532,219,1223,205,43
1165,585,1428,1108,737,645,1185,705,289
194,1072,1369,248,1024,1150,200,1118,55
944,729,1428,660,1061,794,249,1015,1403
530,1098,529,1251,699,1135,631,1313,734
512,1407,446,549,556,267,1036,1141,1195
868,783,1332,128,431,1014,992,932,693
1298,1356,327,842,128,934,1025,423,749
310,339,209,422,675,25,29,515,647
1014,1312,788,211,261,1114,206,1256,1339
1354,138,1360,1054,607,1488,1149,588,1313
311,706,613,737,1382,205,1265,134,955
458,48,335,286,774,550,1124,1300,449
752,1215,132,165,1373,299,1418,662,448
1337,281,1401,314,152,1076,1381,271,380
760,261,910,215,1490,279,346,21,1061
426,285,576,496,158,1480,772,984,1165
808,1042,1002,1427,480,40,1185,564,1237
868,332,1191,805,1181,74,791,574,1212
628,458,510,383,910,1209,932,670,392
37,1156,1044,664,707,1292,844,781,1204
1059,759,318,1009,458,856,1101,461,950
768,1366,1439,828,213,1135,109,725,359
581,101,1072,919,453,786,747,24,581
111,664,263,1297,262,885,356,270,688
547,865,673,580,486,298,516,466,758
363,854,955,1127,178,763,834,1121,818
317,1238,1396,248,1251,91,1119,878,528
1223,202,801,101,1458,98,627,1056,448
599,461,945,519,339,513,769,1210,1060
95,18,1026,1229,1064,952,207,1280,1402
572,1427,1386,576,73,1340,334,190,897
1166,1153,242,1459,930,1015,450,991,896
260,1131,617,914,1009,1033,683,1133,1112
1370,221,479,517,70,1048,372,1058,568
489,534,1045,1393,20,1203,406,914,688
505,240,1338,1349,227,996,1339,72,771
318,753,744,1278,1296,787,885,305,1394
1154,1216,1212,396,425,508,1409,506,684
119,955,500,439,805,1402,933,970,962
1426,1037,832,1173,790,381,387,338,697
250,965,592,1057,858,774,167,129,837
440,1098,1347,746,510,1114,826,1471,76
1035,1292,1019,1452,629,392,672,322,1206
225,946,1245,722,630,1271,1042,1475,1012
775,283,178,1492,1476,814,1143,921,312
1086,866,430,744,101,1367,608,383,37
1394,258,1155,763,604,536,858,784,1148
1102,1360,336,1157,1190,1404,320,1074,858
1129,130,66,591,897,1393,1416,401,987
620,518,663,688,475,888,777,185,958
371,877,1406,212,1354,166,425,831,1105
788,721,404,1141,153,560,355,340,1333
340,1211,861,854,489,425,1430,479,1004
1266,803,549,978,1332,410,1039,1460,194
999,353,55,1200,991,351,1066,474,1075
1227,1069,758,342,1032,17,991,1420,679
1194,236,1243,1289,719,1341,1172,625,967
712,992,400,1359,225,688,877,30,979
475,956,83,449,1427,874,762,475,1022
1036,356,381,1093,1326,484,1320,245,102
1480,286,996,519,665,1491,599,1491,348
1158,262,504,420,1255,1476,375,684,264
1247,237,994,268,498,1447,433,825,1394
1064,316,34,1001,561,1004,1359,405,780
899,1433,1081,811,1195,1093,1058,1326,1015
1133,39,596,1246,162,511,1282,168,1007
753,1437,65,412,1428,791,577,1238,136
1300,53,618,277,17,421,955,649,349
116,1457,1079,655,454,1082,62,1382,437
1453,457,1383,721,87,1170,1381,799,1372
162,795,1476,1181,672,135,713,1308,355
